user_name,comment
sangmusafir_14,"Ternyata Uang dan Kuasa jabatan masi menguasai hukum didaerah manapun . Sungguh miris ! Saat melihat orang yg benar² butuh keadilan tp malah seperti seorang pengemis, yaaa mengemis hukum bertindak adil atas kejahatan yg menimpa dirinya ."
hz_muhammad_291,Yukk bisa yuk penegak hukum .agar tidak pilih kasih .
indahsukmakartini,Serem banget pacaran jaman now??
andrichodet,Santet
abcd.efikaa,Miris??
rstni.26,GilAaaa bangett tu cowooook
reffi.fbrnsyh_,Nah bagus. Up terusss????.
lifjeon_,ngerusak citra cowo baik baik pandeglang ini mah aduh
ra.fikahh,Udah masuk sini gaes    serem bgt gasiiii??
seno_ajialfaqir,"Gua penasaran nama cowoknya, ko bisa idup tenang sama kelakuannya yg kaya dajal..."
raffaglhprz,lagi anget Nget ny nih di Twitter
khong,bisabisanya dipandeglang ada seperti ini.
ra.fikahh,Paniiii ndahhhhhhh
t333oooo,Bagikan ke DM bang   yu lur.. Biar penuh dan siapa tau ke notice..
cherycey,bu tolong di lihat dan di tindak lanjuti bu bawahan2nya yg di pengadilan
icha_khairatunnisa,Semoga Allah SWT menunjukkan kebenaran dan menolong orangorang yang di dzalimi... Ku do'a kan pula semoga orang2 dzalim itu mendapatkan hukuman yang berat atas perilaku dzalim nya.
krm.chameleon,NGOMONG LO GUE OROK MANA SIA??!!!!
dhayan_photonesia,tolong korban pak
fahrimuslim_,"Kalo secara hukum di persulit, siksa balik aja bro dia kan mau ke pdg tuh"
cherycey,bu tolong di usut tuntas bu karna ini bner2 kekerasan dan ancaman yg sudah tidak masuk akal sbg manusia. Pandeglang akhir2 ini beritanya tidak membanggakan sekali ya bu
sheerllp,astagfirullah
tirtaaa_putra,ambil tindakan komandan
thetamvan18,Kota kelahiran selalu viral ??
vita_1p,Astaghfirullah??
sopian_ach,yu pak Mahfud turun seru nih kalo pak Mahfud turun tangan
reffi.fbrnsyh_,"Hukum adalah komoditasBarangnya para tersangkaAda uang, kau 'kan dimenangkanTak ada uang, ya say, ""Good bye"" marjinal."
zon4meme,"Emang masanya harus viral dulu baru di permudah, semoga admin akun akun kek gini selalu membantu dan selalu sehat sehat min??"
putrikynann,pelaku
dh_dalgeshalabi,ayo sinergi
ibatalpez,Wajib di sel sih pelakunya rusak sdh mental si pelakunya
noygummy_,Kebiasaan deh kudu viral bae
ndri_4,Akun pelaku ada ga?
riifaarifatul,Harus viral nih biar adil ??
aniesfuad25,tolong dilacak
m.noval_arsy07,Yaa Allah Pandeglang.. hati hati yaaa
tikka_aquariuss,Fix no debat lalakina edaannnnn
noerfahelghibran,Nau'udzubillah..
noerfahelghibran,Pandeglang sekarang miris??
_athalaaa,Cowoknya anak almarhum pejabat?? hukum bisa di belii ya wkwk serem
ayuwidia.a,hayolo le
mesa_sasaaaaaa,Mencari ke Adilan ke mana yaa
adontarabalaga,Coba bang
alisya_dini,"Jadi inget dlu, nenek ku pernah ke rumah jaksa mau ngasihhin uang 2 juta yg dia pinjem dari renternir buat meringankan tuduhan om ku dulu (di ciduk di jalan kedapatan membawa narkoboy) padahal kami orang gapunya (kakek nenek ku gada yg cari nafkah kami makan dari bantuan anak nenek kakek yg sudah bekerja )  masih inget bgt dengan putus asa nya nenek nenek ke rumah jaksa bawa uang hasil pinjem demi anaknya .. uangnya di terima omku ttp dapat hukuman yg berat ?? di paksa ngaku sampe di pukuli, serius kalau ada berita gini kaya langsung negatif aja otakku, ??"
1indahputri,Bapakku tolonggg  ??
alvinramdhan27,Zaman Sekarang Walapun Benar Kalo Gx Ada Uang Kasus Gx Akan Naik Percuma Uang Adalah Raja
_rizal14,tolong d batuu
angdap01_,The power off njen ya wak
itfzee,tolong sebarkan min
sarre_me,"Kawal netizen !!! Di negri ini harus viral,netizen kita kuat..kawal smpe mnmukan keadilan !! Org biadab kya gtu gk pantas hidup bebas dgn ketenangan??"
devan_prntt,Ada apa dengan KEJAKSAAN padeglang?? ??
angdap01_,Gimana niii
nyladwilstri,Usut sampe tuntas
iqbalarief21,Naaaaaah... Yang seperti ini sudah banyak terjadi. Namun hari ini viral dan semoga seusai viral ada tindakan preventif.. Jangan lagi korban yang dipenjara seusai membela diri dari begal yang hendak mencelakainya.. Apalagi ini CEUNAAAAAH Anak pejabat. Kudu di bredel
uwiyuliani,Yuk usut sampai tuntas
fay_kumis,"Kawal terus kasusnya brody, sampe dia memakai baju oren."
soylenn,"Cc bu irna juga lah,"
moniccaaini,Untung masih bisa selamat ga sampe di pukul sama wc???? semoga cepet sehat yaa
ekaasilv,mungkin bisa bantu teh
vinaanurhida,harus viral dulu kalo ga viral ga akan dilirik wkwkwkwk
megagalee,Harus viral dulu ??????
__.syifann,"Emang bener kayaknya hukum di negeri ini, tajam ke bawah untuk orangorang biasa, tapi tumpul ke atas untuk orang2 yang punya kekayaan dan jabatan tinggi. Harus viral dulu kah untuk mendapatkan keadilan??"
wellyzofie,"Ya Allah... 3 tahun... Semoga korban bisa sembuh dari trauma, mendapatkan keadilan dan mendapatkan jodoh yang menerima dengan baik... Geraamm sangat sama pelaku... ????"
yoedhapratamaa_,MATIIN
yudi.hsym,pakk tolong dibantu
enciw____,Masi zaman y susah nyari keadilan
miftahululumjayamotor,Nyimak
sheinaiputr,udah baca thread nyesek rasanya.. masa mau keadilan harus viral dulu si guys
s_alviani025,Lololo gabahaya ta
dhikaad686,Izin tag admin terhormat semoga kasus ini segera terselesaikan     ????????
fdianaputri,viral dlu baru dinotice wkwkw
nyladwilstri,usut sampe tuntas hukum seadil adil nya
enjang_taslim,Ayo viralkan biar keadilan di tegakan
sarre_me,"Abis mampir ke Twitter..dan astagfirullah,,ini hukum di Banten gmna sih ?? Masa penegak hukumnya badjingan.semua,,bisa2 nya si pelaku di layani bagaikan VIP,,org berduit kah ?? Gilaaaa ya hukum bisa di beli pke duit...emng bnr hukum tuh tajam ke bawah tumpul ke atas,,mirisss"
fywii_,Kalau baca threadnya di twitter bikin godok sama pelaku terlebih gedek sama aparatnya aneh sih
alwan_alfareza,viralin
diansuhendra08,"Di twitter udah rame , ayo kita ramekan guys ...."
fywii_,"bu lihat ini bu warganya ada yang begini, tolongin bu"
ahmadchudaefi,Up smoga bisa tertangkap pelakunya
yudi.hsym,"AYO GAESS BANTU VIRALKAN DISEMUA PLAFORM SOSMED, KARENA SEKARANG APA APA HARUS VIRAL DULU , AKU YAKIN  TANGAN NETIZEN BISA BANTU UNTUK KEADILAN UNTUK SI KORBAN, DAN PELAKU MENDAPATKAN HUKUMAN"
diansuhendra08,Cc
irmaadiansyah,bantuan Bu
slvhuu,Capedeh sama pandeglang :(
alwan_alfareza,Kalau bener bocah  untirta pelakunya di deo aja
budiman_tri95,up. minimal harus di hukum seumur hidup.kalo ga tembak mati
agunawa_n,Tolonglah Bu  ini dikawal sidangnya diberi perlindungan kepada korban & keluarga korban dari intimidasi dan hal sebagainya. A  tolong dibantu juga lah kasus ini kasian keluarganya
alwan_alfareza,ambil tindakan dong??
ratuchaerunisaa,Cowo model begini mah di kurban keun geh laku jigana
ditaadstra,"Tolong dong ibu2 pejabat yg baik hati dibantu yaaan   kasian bgt korbannya pasti depresi berat, setelah mengalami kekerasan dan pelecehan seksual bikin laporan bukan ada penyelesaian malah nunggu viral dulu baru diusut tuntas! Memang aneh negeri Konoha ini, kalo belum viral ga ditanggepin eh lupa 1 lagi kalo gaada duit juga sama sih diabaikan????"
dahliaega,Udh santet aja??
_dikka22,Astaghfirullah robalbaroya astaghfirullah minalhotoya
ahmmadmahali,tolong dong di bantu ????
reyhandas_at_taqy,Spill pelakunya dong??
riska_maudy,Yuk netizen +62 ??????
nap.adit,kota santri
ilhamtrmzi,bantuu bang
donny_quthny,saatnya turun tangan om
dhestiariwibowo,"Kesel bgt baca nya., pliss kalian baca juga yaa"
elis_duozeezee,tolong di bantu korban nya bang
fijar.firdaus.fijar,Zaman skrang kalah dengan uang uang uang dan uang apa pun bisa di beli dengan uang mkn nya orang tersebut tidak takut
wikameiastuti,Ya allah miris bgt sih ?? ayo dong yg adil ayoo kita bantu buat ramein ?????? om  bisa tolong bantuuu ga om ??
rama_nugrahaaa,??
nopalardiyansyah,Emot seneu 3 ??????
iko_hakiki,Mengkhawatirkan...
toko_234kretek,Pelakunya harus dikebiri asli
dipanggilombob,"Cuma berharap karma sipelaku ke adik ceweknya,ke anaknya,ke ibunya."
sprdahmd,"Lu pake Skill 2, gua pake ulti nih"
budak_kidul1989,"Mun aing panggih jeung si pelaku  ieu, meunang henteu lur di hajar nepi ka cacat.. Hewa aing mah ngadenge nageh, hukum geus bisa dijual beli dipermainkan mending make hukum rimba bae sakalian, aing ngarasa keun peurihna kumaha mun anak sorangan dikikitu.."
millaanggraa,puntenn ??
linaherlina7482,tolong di bantu ibu  ini masalah serius menyangkut masa depan anak perempuan
tuantujuhtiga,Up semuaa mediaa pandeglang.
denherupm,Edah ngerih
nofiee_djamal,netii+62.. tunjukan kekuatan kalian..
akang_ilham,mohon atensinya pak menko
pranata_ideale,"pahlawan said "" nunggu viral dulu gk sih baru kita bertindak"" kitu bae kitu"
hasbirizki54,Bu
gegengggg,Orang kaya lagi....sodara dipilih bukan dilotre meski kami tak kenal siapa sodara
mzulpanpebrian,Pandeglang dei wae
ismail.vr,Cc         mohon di bantu
gegengggg,Yg kaya berkuasa? Indonesia negara hukum assalamualaikum
d.daeseaa,"coba admin urusin tah, bapakna si alwi kan mantan pegawe pemerintah juga. Anwari Husnira, mantan kadis dlh pandegelang"
an_syah08,Usut sampe tuntas warga pandeglang bantuanya pak    udah keterlaluan ini
_daaff.aa,Cowonya di poles dikit sabi kali ya
boyabk231,Ngerihhhhhhh akhir zuaman
irsaamuhammad,"Semoga korban dan keluarga korban dapat keadilan, dan kebohongan akan terungkap satu persatu"
nugraha_ari01,Spill ig pelaku mau SILATURAHIM. Siapa tau cocok ....
dini_harini,Pasti pelakunya punya orang dalam????
yesa_liebe,"Sebaiknya jangan gegabah,NT Lo d tanya dlu sodaranya siapa ??"
papiide_15,Twitter please do your magic
amrifirdaussss,Ngapain d blur
ademarsono,ohh jadi gini?
iimzahro,Kawal kasusnya sampe bener2 masuk bui...
bombsydik_,T
rsln_gd,"Huhu kuat bekingan nya jo, kuat duit juga ??, pantes blm kelar kelar"
sitiiamira,??????????????
ifaxyuu__,Muka kaya pulu-pulu ga modal aja gustiii banyak gaya????
fajar_boho,Semoga proses hukumnya lancar dan memberikan keadilan bagi korban.
the_dzzz,Apalah arti sebuah nama
rini_rani_siman,"Up... semangat cari keadilan,????"
thintinah,Bismillah ??
sity.herti,Inalillahi wainnalillahi rajiun.jhaty mnusia itu.smg korban dkshnkekuatn ksbran.
matt_rohmatt,Harus di hukum seberat-beratnya
alfian_carol,Hukum apa yg cocok ?
initial.r28,dibanten lu punya koneksi lu menang meski lu benar2 salah
setiawan.samhudi,Edaan paraah yeu mangkeluk
ilham_leod,Yg ngintimidasi harus di hukum juga
a.sufiyan92,Gus lora  tolong dibantu
hellosaans_,Pandeglang lagi Pandeglang lagi
rika_rosalina_azka,Lanangan jancoookk
abudkomentator,Good
suryadi2619,Semoga pelaku secepatnya masuk sel kalo masuk sel nanti dapat pijit++ ??
syarifromdhoni,Kuat banget apa? Tengil banget itu orang..
widahesss,Makasih karena mukanya tidak di blur
ramdiane_yuma,Kalo sakit ' jiwa' ny jgn di penjara ga mempan seharusnya hukum mati ja orang ky gtu udah ky penyakit ngerusak moral baik fisik jg fsikis!!!
genabhell,"LU PUNYA DUIT, LU PUNYA KUASA. TAIII!!!"
uweszq,Cekek bae jelema na
wikameiastuti,Harus viral dulu ya ternyata ????????
sabir_cakecookies,Netizeeeeen hayuuu geraaaak ulah caricing bae!
adhenzkutup,Due adi wadon ora jeh kun min
yiminli9,bang tolong di bantu ini
aspahla,"Ngikut ngawal,,semoga pelaku bisa nyusul bapak ya keneraka sama"" disiksa,,tp sebelumnya disiksa dibui dlu??"
fauzifahmyy,Sepertinya pelaku ini byk duitnya
hilal_4920,Kalo main hakim sendiri gk bisa gas main hakim bersama
ka_njong,Ayoo donk  jangan diem aja
mruffahaha,Pak
fauzi_erlyaski,gimana tanggapannya pak?? Nunggu viral apa gimana nih?
seper3d,Gimana menurut abang kasus ini bang
nabilsatyapratama,"Adiknya laki2, ini yg di rudapaksa laki2?"
arymanyau24,Tampang hasil sengketa jabatan jadi begini nii timbal baliknya ke anaknya juga wkk
nurmaidhh,Sudah jelas kan kawan. Pelaku anak mantan ketua DLH ??
ifaa_cyp,Adik saya dgn kasus serupa juga belum ada kejelasan dari bulan februari sampe skrg. Bahkan pelaku masih beraktivitas seperti biasa
ociiiiiiiiii0710_,Kenapa di blur mukanya hmmm
dewiiie93,ada duit jln gxda duit jgn harap .. slogannya
khanapy.achmad,"Harus di usut ,beri keadilan buat korban"
windu_1902,tolong bantu pak??
ag.hafidz,Tag ignya
khisma_cowayindonesia,usut dong
sagiitaneng93,Viralin terus baru deh mulai dilanjut kasus nya kalo udh viral ?? itulah warga Konoha ??
bodagprkoso,Spil IG pelaku atau keluarga nya donk... yu kita ramai2 berkunjung lah...
azizmudzakkir_,Jobdesknya iblis diborong semua?? Anak yang dibesarkan dengan uang haram yaa ginii. Usut Tuntas!
fatur.xfriendz,Pelakunya dekingan pejabat itu??
febrinapratiwii,Kasusnya borongan bukan cuma UU ITE aja. Lagi jumlahin kira-kira total masa tahanannya berapa ya ??
valldiezz,Netizen bersatu….
adivamndmin,"Ngapain mukanya di tutupin, masih mau lindungi pelaku.  Mana foto aseli penangkapan tanpa di blur."
pk_gejrot,3 tahun ????
heriyana_interista1908,Ayo bang   minta bantuan nya ??
na_rina895,"Suka gereget sendiri kalau baca berita beginian,"
denganherdidisini_,Tusbol kah??
moeanchor33,Jangan kasih kendor...d matikan Otong nya
samuel1302ferry,Pak   bang  tolong lah ????
elsasyafira01,Aswwww!! Bangga wong tuane sampe dilindungi ??
aki.tirem.salakanagara,Emg tengil laganya anak2 pejabat ini
gulam.monnelarico,Mong
albert_fs21,Di hukum mati ??harusnya itu orang
uzma_dzakiyya,Minta bantuan
muktadi_wongserang,Ketinggalan berita nih ??
hilmantantowi,Pesantren salafiyah perasaan banyak deh di Banten... Salam antri dr bogor
adie_050595,lapor komandan bantu nie
arief_ansori,"Jangan cuma tersangka yg dihukum, tapi oknum² pemerintah yg terlibat juga harus dihukum, bukannya memberikan keadilan untuk korban, malah menekan korban."
afanozz,"SLIDE PERTAMA GANTI FOTO YG GAK DIBLUR MIN,JGN JAGA NAMA BAIK PENJAHAT"
erwin_kurniawan54,Korban laki2 apa perempuan Dol
monkey_d_bayu,Kelakuan pelaku suka nyakitin cewe!! Bearti bapa nya pelaku suka kasar jg ne ke ibu pelaku maen tangan? Biasanya turunan seh klo gto
d_ewishinta,Tau sendiri lah di banten macem mana ??
matiggresssssssss,Anak mantan kepala dinas DLH? Dinas Lingkungan Hidup? Nanya ah kakak gue pernah PNS di LH nih.... Penasaran gue
ferysatri,Sangkut ari wis kenen kih....... wis ari bener2 ora nerima keadilan pisan mah. Aja paleng2 wiiiissss SANTET Be wiiiisssss ????????
adzkiaajjala,Move on dari si dia di beri motivasi jg ga yah???
lyndherawati,mau motivasi biar move on cepet ga?
aziz_yto,Mau pindah dri Pandeglang lah malu
sa.fitri1124,Aih jiga ngalalaga budak leutik
pahrulv,Satu kata ??
farhan_permanaa,Spil motivasi move on dung
agunggsutrisna,"Move on otakmu konslet,  . Tugasmu dakwa saja tersangka sesuai perkara pelapor.  ??"
fuadii_25,Mario teguh dengan tema motivasi move on
ab_cdefikri,Lain Pandeglang meren ieu mh??
dodo_kuyterus,Lebih percaya ronaldo lahir di cibatung
yunuscms107,Gasskeun netizen
akuenoww__,Te asup di akal pisan sagampang eta meren mohokeun na??
miminmintarsih1810,Ta segampang ituu woy
rhmamndr_,Mang eaa
ms_bahtiarr,"Udh viral ajh baru di usut, dek dek jangan lupa move on dek dek"
nokifbnsyh_,dunia milik si kaya?  lawannnn
kosoong_______________,Gw lebih percaya kalau C Ronaldo bakal main di persiapan ??
friska.mz,sakit jiwa stress
ag_jaelani,Giliran di viral keun jawaban kos kitu  ulah mentang² loba pakaya sa'ngeunah na bae kana jeulma
ibrohimhasan_,?????? pak ustd liat pak ustd ada yang mau masuk ke pintu kubur?????? tanpa hisab
rezamaizaaa,Ari bengeut tangkorak lalakina doang kumaha sih?
siii_aji,By one dek
guruhindra_,Kota santri apah kota cabul iye
mahardiande,saya doakan keluarga kejaksaan pandeglang terutama bu nanim tidak mengalami hal serupa seperti yg terjadi terhadap korban..
jmludin_,Adah dele ge   kalakuan
mybabygirllllllll,"chuaks, faktanya kan katanya korban di ajak ketemu sama jaksa penuntut pas pemeriksaan saksi malah disuruh “ bijaksana” xixixi bu bantah terus  bahkan pas di posko kata nya ditanya “ Kamu memaafkan ga?” PENTING AMAT BU!! TUGAS IBU ITU NUNTUT BUKAN NANYA MAAFIN APA GA. COBA ADMIN PIN DONGG SURU BACA TWITTER AKU BACA DR TWITTERTT NIIIIY"
sarif_hidayat210,"???? kalo di media masa iya mau jujur , lah kalo maling jujur penjara penuh ??"
koj3n,Rusak lah rusak Kejari nageh
tegarpnca46,Loh loh ko bisa gini
sendifrds25,Bilang moveon ke si cewek nya. orang si cowo nya yg gk mau di putusin hahaha lawak njirr
agung_logika,Emg udah ruzak
bymanthusiasm,kocak banget kaya
amindarmono23,"Positif thinking aja, Mungkin kejarinya udh terima amplop wk ??"
lusepbiston20,"Lo lo lo ga bahaya tah, ngeluarin statment begitu"
reynal_alf,Haliwu
babysweetmatchaa,di luar nurul
fitrishhtf,Moga aja keluarga kejari nya g ada yg senasib sama si korban ya ??
budiman_tri95,geus viral mah karak ngomong kitu. dasar pengecut
iyuttmujimi_camonk,Ini kejati ada masalah apa sama tersangka . Ko melindungi sekali kesannya.  Coba anak bp/ibu yg jd korban . Apa masih bisa ada kata damai?????
vousmeguava,apa benar katanya akun pelaku tuh ini?  ??
nhytirma_,"Tenang aja istilahnya wlpn tak ada uang bukan brti kt tdk punya kuasa, justru kuasa allah lebih besar dibanding kuasa org yg berduit???? ."
rudiyanajaya21,"+ = 11,12"
ari_unyiel23,Arek heran tapi indonesia ieu mah ????
reyhandas_at_taqy,"?????? ngurusin moveon  juga yah, kreatif nya kelewatan"
imammujahidzulkarnain,Tekaharti taikotokdilebuan
kla_kitchen,Move on??????
yyyyuniseeeiiga,"Yg harusya move on itu siapa anjj, otaknya gadipake anjir"
muhamadulfan,"Di luar nurul, tidak habis pikri.. aAAAAkhh! ga bahaya ta"
yunadi956,Salah arah.
nttqueen009,Makij ksni makinn mls baca nya wkwk??
riiska94,Konoha??
fandiadc,gua pengen tau muka yang namanya Si Nanin Nanin itu. geura sia hirupna bakal sangsara.
afifahanindatasya_tasyong,Ohhh mungkin temenya mario teguh makanya ngasih motivasi??
tubaguslingga121,harus kesamber petir zeus 500x
gstav_sp,oalah ngeles gak tuch ??
la_alvi,Sulitnya mencari keadilan untuk rakyat kecil mulai terbuka. Seakan semua bisa di beli dgn uang.. emng sekarang apa apa harus viral dulu baru bisa di kawal sampe tuntas
herdiana_official.47,"Kejari pandeglang terlalu lama main sama si panji gumilang ,  jadi lier hahaha??"
tanjunglesung_id,"Kejari nya minta dikebiri dulu, baru mimin kasih motivasi move on ??"
mry.skye_,Kriminal dibalas motivasi wkwk
dimasajitama19,kejari alih profesi jadi motivator ?? pdhl korban minta keadilan bukan motivasi wkwkw ngaco emg
yailahraf,Di dunia hukum bisa kalian utak atik di akhirat gk bisa.
sarah.yuliniar,spill :v
incu_ultram4n,spell om
arlinaa07,serett
zaxskyy_,tag akunnya bang mau silaturahmi
istrimuda_jeonjungkook,mau silaturahmi akunnya private
in_6912,serius? klo fitnah besar loh dosanya
yuuhuu06,ada nama lengkapnya nih
llinkarr,lah emang dia pelakunya wkwkwk
gusnimuharam,nih bang akun pelakunya
m_05_faiz,wanjitr
alifian_kun,nih bang pelakunya
incu_ultram4n,"ketemu a,nama fb nya"
gunawanz01,orang mana tuh pelakunya. sepertinya ada bibit psico...
ahyaani2_,Tau dari mana kak? Pelakunya itu Alwi dan Dimana rumahnya ??
wari.jh_,harus viral dulu baru ditangani biasalah??
yusufindrajat,inima playboy ping kakak
novitayanti000,"kejaksaan sana ngeri sumpah, kasus kya gtu suruh ngikhlasin ama si korban, sementara pelakunya bebas gtu, ampunnnn manusia kga ya"
rivel_and1,ohh bapak ny mantan pejabat toh?
wari.jh_,"aku dulu pas masih anak² sempet tinggal disana (Pandeglang) karena kampung nenek, tapi diriku besar di Depok, agak kaget juga loh aku kok bisa² nya seperti itu :"") sedih sih asli, kek ikutan sesek aja gitu. Tapi disini kasus pelecehan perempuan juga marak sih, no komen aku ya soal nya setiap daerah pasti ada."
astyydm,orang orangan sawah
nothnnas,awas jgn² akunlu itu cuma nyari pansos semata
llinkarr,hah? wkwkwkw lo buka link yg dibawahhhhhh coook wkwkwkwk konyol
yovtrash,rerencangan lain wa
inpopandeglang,gak punya akun kayanya
tikka_aquariuss,di gembok akun na geh??
r.nii7_,teror????
sofiamakeup.organizer_,Instagram Bu Kejari nya apa ya a di spill dong
hallorizs,kira kira saya DM ngebales ngga ya ngab seru jga nih kaya nya di ajak di atas ring ??
nofiee_djamal,"baru mau nyentil biji mata nya, ehh di private.. anj..."
an_syah08,gasken bang ajakin
cot42.5,di privt ngaa seru lah
an_syah08,akunnya privat wkwk
dahfeb_,seru kalo u follow sengg??
miladewi93,ini nama akunnya ?
nelaafrtksr,disss ganteng kgaaa yatim yg mengesalkan-_-
ewink86,jir matanya si bocah rada2 sico ????????
mami_arkhan,liat profil ig photo mata nya doang serem ??
rrghaida_,bio nya kaya yang iya
delahanalenash,mantap bangg??
dunand_id,ini nih kayaknya akun media pandeglang yang berani
ayusucilr,"definisi yatim ajg, kesian bapanya"
hallorizs,gk jadi masalah kalo emng dia terbukti bersalah bisa kali Rahang di patahin awokawok
an_syah08,kaciww??
hallorizs,komen gw gk ada anjay wkwkwk knapa ya awokawok sok keren bngt tuh orang gk laki brani sama perempuan ??
hallorizs,gmana coba posisi adik dia digituin apa dia bakal terima? Salam akal sehat hahahahaha
maulidayuliawati,kena mental kayanya doi bang
dhiskaamoriyana,coba nanti gua mo cari database ni orang ngab kali aja nemu
gunawanz01,"selain ingusan,, ileran ngga bang ?"
ziansyahz,bapa dah mati juga bocah ingusan dongo
fathur_m_assalam,emg yatim meresahkan. Mending solo lord pake angela sono. Ya gk bang?wk
dimasafriana212,iya kak sekalian biar ancur sekeluarga besarnya tah
70adrianm,Mohon bantuannya pak
svviftsky,""" i believe in god"" cenah wkwk"
dhiskaamoriyana,Aamiinn
nenkkinzalnabilqis,"iya di privat ,pdahal gatel bgt nich jari sm mulut mau ngelaknat"
moon.keys_,"kek psikopat dri sorotan mata nya wkwk. Sekeluarga kek firaun, nama nya aja yg ke arab araban ??"
akangpew,cocokk??
marifatul_dzikri,up dok
affanrams,pantau terus pak ??
jidan0601,betull
titoaditya95,dok mangat dok
yusup_izzam,namany juga oknum bang....
tengkurfli_,skil 1 dulu mas baru ulti??
inpopandeglang,"karna Sekaang Pandeglang banyak pendatang, peredaran miras, sudah Ke DPRD agar ubah Perda miras jadi 0%,"
masip_2023,mari kita kawal untuk perdanolpersen??
l4nnn06,itumah dulu skrng dah ancur masanya Pandeglang kota santri
rrghaida_,wahh
matiggresssssssss,bukan katanya kota santri wong korupsi merajalela
ptriisph,keinget sesuatu tuh
rrghaida_,emm apa ya tiket ya sel wokwok
hallo.fi,"mas gatau? Pandeglang mau gulung tikar sbntr lagi, gajih nakes ga turun2!"
sigitaldiaan_,udah lama sii pandeglang udah ga heran mas wkwk
arssyahid,"ya namanya juga kerajaan Banten, yang para petinggi nya masih ga jauh dari silsilah keluarga"
nasbrowbaik,tiap hari selama 10 tahun terakhir pandeglang kasusnya seperti ini. Ngeriii
n.fitriya_12,emott apii
maharanyy_hany,"bener bgt,skrng pandeglang udh banyak bgg kasus pelecehan,blm lagi pembunuhan dan lain2 nyaa"
irna_aries911,itu mah gk dimn2 walapun pandeglang kota santri tp tetep nama ya juga setaaaannn ????
uki_jangkis,"yeuh pak  , ternyata anak mantan pejabat ??"
muji.16_03,Ohh.. Alhamdulillah kalo udah
sayed_abdillah,bener gk ini om?
daengjunior,mungkin bisa dibantu
llinkarr,rill
uiqcantik,harus diviralkan dulu baru diproses
r.rikar_,di fb nya jg rame search aja
mciserangofficial,ini valid ya min?
dhiskaamoriyana,aku udh nemu database KK nya ka
latief_intan,DM ibu
aniesfuad25,dm
rostati.bukuanak,bisa yaah?
bukansincan0,spill lah... Pejabat kah?
roymart61,bukan masih pelaksana cuma dari IPDN
lairayli,",  dia minta link nya tuh om wkwk"
radhityamtvn,"jangan percaya dia om, dia hobinya kang boong"
fanjovan_,Ini loh pelaku nya
ryaaan0_,apasi anj
evi_septiani1609,up
inpopandeglang,"betul, sesama bobrok saling melindungi,banyak tuh jaksa mobilnya"
yetimulyaaa,huhuu bukan cuma hukum
dony_ferdianto,Harus viral dlu baru di tindak
egiyatna,paling ditanya berani bayar berapa kalo kasus ini berhasil  saya damaikan. Wkwkwkwk
andihds_,pandeglang ga ada kemajuan dr dulu...bisa d simpulkan sendiri ??
rena.t.e.oksela,itu jaksanya perempuan ya ka? Gilaaa sesama perempuan padahal ya.. harusnya dia bela korban. Karna dia sama² perempuan. Ada IGnya ga tuh si jaksa? Kita viralin
radengagahshrto,mohon ijin bpk   mohon dibantu bpk terima kasih ????????
rayariyanik,??
dony_ferdianto,pantesannnnnn wkwk
alfiyya_ts,cenah????
putrishelinda,up
adtiaprtama,sikatt mas tegar??
adamsyaron46,usut tuntas atau kita yg balas
tegarpnca46,nnti klo kita yang balas kita yang di penjara kan kita ga punya duit bang ??
tawonkotok,"jiahh.. ko pada tag buirna,"
tegarpnca46,bener bang sikat aja bang
tegarpnca46,salah kah?
humanbloom_,tau ga orangnya gay?
tawonkotok,"ga salah, cuman udah ada yg berwajib yang menanganinya"
kelvin_barnoldi,waduh bahaya kalo bangsuh udh komen begini izin bang????
adamsyaron46,kasih paham pelakunya adiks??????
abypermanaaa,kasih paham
aalhkm_,to the point ya bos??
belladmyntiiiiiii,yaah di privat
asshafi_,nu iyeu wa
fseptiansputra,yeuh a lanceukna  tanya ka si eta tah a
taufiqc16,galak aat jing
fathurrzkinrhmzh,ampun bang matel
viankhaloska,pas buka FB udh banyak yg silaturahmi juga ??
_.saayu,"sejauh ini, ini yang paling jauh"
gunawanz01,"dikeluarin dari muka bumi juga,, kalau bisa."
meisya.sfa_,nii pelaku nya tongg yang kasus pemerkosaan itu
ritnurr13_,gercep bgt myy??
kang.barbar,plus sama kasus beli lauk wkwk
anjarnugrahaa,Anak ingusan kemaren sore
lindahutapia,"karunya, jiwa konselor ku meronta-ronta"
fitri.handayani05_,eehh nyempil disini mama aisya ?? iya iya ??
fitri.handayani05_,"pen meluk korbannya sambil bilang ""dek lu anak yg kuat sumpah lu kuat banget sampe detik ini elu masoh bertahan dan masih ada"""
shifa_anggra8.16,kesel banget jiwa gue meronta sama beginian
secoundmeee,anak org penting di pdg wkwk
latief_intan,udah mati kan bapaknya?
novitayanti000,pejabat
novitayanti000,Udah tpi kluarga nya keknya masih pengaruh
rizhaanisa,mantan kadis lingkungan hidup pandeglang
inisakinah,matamu bijaksana.  Mengikhlas. Harusnya mereka sadar ucapan mereka buat mereka ya kak. Bukan utk korban. Geram loh sumpah. Kalo udh viral apa bakal bisa menang utk korban?  Kalo masih atas nama duit yg berkuasa. Korban akan bnyk kalah
khaerul__ikhsan,??
putrimey21_,baturan dia nyaah
putrimey21_,baturan dia nyaah
khaerul__ikhsan,Baturn aing Mh cuma si Komeng smakin didepan
